problem_id,time_limit,memory_limit,difficulty,tags
812,1000,65536,0,"[""Minimal Spanning Tree""]"
813,500,10240,0,"[""Disjoint Set Union""]"
814,2000,204800,5,"[""Graph Theory"",""Dijkstra Algorithm""]"
815,1000,65536,0,"[""Disjoint Set Union""]"
816,2000,204800,2,"[""Graph Theory""]"
817,1000,65536,0,"[""Graph Theory""]"
818,2000,131072,0,[]
819,6000,131072,0,[]
820,1000,65536,0,[]
821,5000,65536,3,"[""String"",""String Matching""]"
822,2000,204800,3,"[""Stack"",""String""]"
823,1000,65536,0,[]
824,4000,204800,5,[]
825,1000,65536,0,[]
826,1000,65536,2,"[""Binary Tree""]"
827,10,65536,0,[]
828,1000,65536,0,[]
829,1000,65536,0,[]
830,1000,65536,0,[]
831,1000,65536,3,[]
834,1000,65536,0,[]
835,1000,65536,0,[]
836,1000,65536,1,"[""A+B Problem""]"
837,1000,65536,0,[]
838,1000,65536,4,[]
840,20,65536,0,[]
841,1000,65536,0,[]
842,1000,65536,3,"[""Input and Output"",""Mathematical Computation"",""Loop Program""]"
843,100,65536,0,[]
844,1000,65536,1,"[""Greedy Algorithm""]"
845,1000,65536,0,[]
846,1000,65536,0,[]
847,1000,65536,0,[]
848,1000,65536,0,[]
849,100,6553,1,"[""Brute Force""]"
850,1000,65536,7,"[""Fractional Knapsack""]"
851,1000,65536,7,"[""Dynamic Programming""]"
852,1000,65536,1,"[""Escape String""]"
853,1000,65536,1,[]
854,1000,65536,1,[]
857,1000,65536,3,[]
858,300,32768,2,"[""Recursion""]"
859,1000,65536,3,[]
860,500,32768,3,"[""Dynamic Programming""]"
861,150,65536,5,"[""Loop Program""]"
862,1000,65536,7,"[""Queue"",""Simulation""]"
863,300,65536,1,"[""Recursion""]"
864,800,65536,3,"[""Loop Program""]"
865,1000,65536,5,"[""Queue""]"
866,1000,65536,1,"[""Brute Force""]"
867,1000,65536,3,"[""Binary Problem""]"
868,1000,65536,5,[]
869,1000,65536,5,"[""Merge Sort""]"
870,1000,65536,5,"[""Matrix/Determinant"",""Exponentiation by Squaring""]"
871,1000,65536,2,"[""Recursion""]"
872,300,32768,4,"[""Sort"",""Array""]"
873,1000,65536,4,"[""Quick Sort""]"
874,1000,65536,4,"[""Loop Program""]"
875,1000,65536,1,"[""Simulation""]"
876,1000,65536,1,"[""String"",""Escape String""]"
877,1000,65536,0,[]
878,1000,65536,0,[]
879,1000,65536,0,[]
880,1000,65536,2,"[""Brute Force"",""Mathematical Computation""]"
881,1000,65536,5,"[""Brute Force""]"
882,1000,65536,3,"[""Hash Table""]"
883,1000,65536,5,"[""Simulation""]"
884,1000,65536,3,[]
885,1000,65536,1,"[""Simulation""]"
886,1000,65536,1,"[""Simulation""]"
887,1000,65536,1,"[""Simulation""]"
888,1000,65536,1,[]
889,1000,65536,1,"[""Simulation""]"
890,300,65536,5,[]
891,1000,65536,7,"[""Number Theory"",""Mathematical Computation"",""Prime Number""]"
892,1000,32768,4,"[""Array""]"
893,1000,65536,1,"[""Basic Code""]"
894,1000,65536,3,"[""Number Theory""]"
895,1000,65536,1,"[""Data Type""]"
896,1000,65536,1,[]
897,1000,65536,1,"[""Mathematical Geometry""]"
898,1000,65536,5,"[""Quick Sort""]"
899,1000,65536,3,"[""Dynamic Programming""]"
900,1000,100000,5,"[""Dynamic Programming""]"
901,1000,65536,5,"[""Dynamic Programming""]"
902,2000,100000,5,"[""Dynamic Programming""]"
903,1000,65536,7,"[""Dynamic Programming""]"
904,1000,16384,7,"[""Dynamic Programming""]"
905,1000,65536,4,"[""Dynamic Programming"",""Complete Pack""]"
906,1000,65536,5,"[""Dynamic Programming""]"
908,1000,65536,4,"[""Greedy Algorithm""]"
909,1000,65536,1,"[""Brute Force""]"
910,1000,65536,1,"[""Brute Force""]"
911,1000,65536,1,"[""Recursion"",""Basic Code""]"
912,1000,65536,1,"[""Brute Force""]"
913,1000,65536,1,"[""String"",""Brute Force""]"
914,1000,65536,7,"[""Dynamic Programming""]"
915,100,65536,4,"[""Dynamic Programming"",""0-1 Knapsack Problem""]"
916,1000,65536,5,"[""Graph Theory"",""Simulation""]"
917,1000,65536,1,"[""Brute Force""]"
918,1000,65536,3,"[""Brute Force"",""Mathematical Computation""]"
919,500,65536,2,"[""Bit Operation""]"
920,1000,65536,3,"[""Simulation""]"
921,1000,65536,1,"[""Greatest Common Divisor""]"
922,1000,65536,2,"[""Brute Force""]"
923,1000,65536,3,"[""Pipeline Scheduling""]"
924,1000,65536,0,"[""Pipeline Scheduling""]"
925,1000,65536,1,"[""Simulation""]"
926,1000,65536,1,"[""Simulation""]"
927,1000,65536,1,"[""Simulation""]"
928,1000,65536,1,"[""Recurrence""]"
929,1000,65536,1,"[""Recurrence"",""Simulation""]"
930,1000,65536,3,"[""Computing Geometry""]"
931,1000,65536,1,"[""Brute Force""]"
932,1000,65536,1,"[""Brute Force""]"
933,1000,65536,1,"[""Brute Force""]"
934,1000,65536,1,"[""Simulation""]"
935,1000,131072,1,[]
936,1000,65536,0,"[""Dynamic Programming""]"
937,2000,131072,6,"[""Search"",""Queue""]"
938,1000,131072,2,"[""Mathematical Computation""]"
939,1000,65536,1,"[""Brute Force""]"
940,1000,65536,6,"[""Dynamic Programming""]"
941,2000,131072,4,"[""Bit Operation"",""Tree Structure"",""Brute Force""]"
942,1000,65536,1,"[""Binary System""]"
943,1000,65536,1,"[""String"",""String Matching""]"
944,1000,65536,1,"[""Simulation""]"
945,1000,65536,1,"[""Simulation""]"
946,1000,65536,1,"[""Simulation""]"
947,1000,65536,1,"[""Simulation""]"
948,3000,131072,4,"[""Brute Force"",""Greedy Algorithm""]"
949,2000,131072,3,"[""Graph Theory""]"
950,1000,131072,3,"[""Mathematical Computation""]"
951,1000,131072,3,[]
952,1000,131072,5,"[""Exponentiation by Squaring""]"
953,1000,131072,5,"[""Exponentiation by Squaring"",""Fast Fourier Transform""]"
954,3000,131072,3,"[""Graph Theory""]"
955,1000,131072,2,"[""Brute Force""]"
956,1000,131072,1,"[""Simulation""]"
957,2000,131072,3,"[""Number Theory""]"
958,500,131072,5,"[""Graph Theory""]"
959,1000,131072,2,"[""String""]"
960,1500,131072,3,"[""Tree Structure"",""Simulation""]"
961,1000,131072,1,"[""Input and Output"",""Simulation"",""Mathematical Computation""]"
962,1000,131072,6,"[""Dynamic Programming""]"
963,800,65536,5,"[""Dynamic Programming""]"
964,1000,65536,1,"[""Mathematical Computation"",""Decision""]"
965,1000,65536,1,"[""Mathematical Computation""]"
966,1000,65536,1,"[""Recurrence"",""Mathematical Computation""]"
967,10000,65536,3,"[""Simulation""]"
968,1000,65536,1,"[""Recurrence"",""Hanoi Tower Problem""]"
969,1000,65536,1,"[""String"",""Basic Code""]"
970,1000,65536,1,"[""Mathematical Computation"",""Probability Statistics""]"
973,1000,65536,2,"[""Recurrence"",""Stack"",""Array""]"
974,1000,65536,3,"[""Matrix/Determinant"",""Dynamic Programming""]"
975,100,65536,4,"[""Weight Problem"",""Greedy Algorithm""]"
976,1000,65536,5,"[""Greedy Algorithm""]"
977,1000,65536,6,"[""Dynamic Programming""]"
978,100,65536,5,"[""Weight Problem"",""Greedy Algorithm""]"
979,1000,65536,4,"[""Dynamic Programming"",""Longest Common Subsequence""]"
980,1000,131072,5,[]
981,1000,131072,1,"[""Brute Force""]"
982,1000,131072,3,"[""Simulation""]"
983,1000,131072,3,"[""String""]"
984,1000,131072,2,"[""Mathematical Computation""]"
985,1000,65536,1,"[""Brute Force""]"
986,1000,131072,3,"[""Graph Theory""]"
987,1000,131072,1,"[""Array""]"
988,1000,65536,1,"[""Brute Force"",""Bubble Sort""]"
989,2000,131072,4,"[""Brute Force"",""Array""]"
990,1000,131072,2,"[""Mathematical Computation""]"
991,1000,65536,1,"[""Bubble Sort""]"
992,1000,65536,1,"[""Matrix/Determinant"",""Brute Force""]"
993,1000,131072,2,"[""Mathematical Computation""]"
994,1000,131072,3,[]
995,2000,131072,5,"[""Tree Structure""]"
996,1000,65536,1,"[""Simulation"",""Array""]"
997,1000,65536,2,[]
1001,1000,131072,3,"[""Mathematical Computation""]"
1010,2000,131072,3,"[""Data Type"",""Matrix/Determinant"",""Brute Force""]"
1011,1000,131072,5,"[""Fast Fourier Transform""]"
1017,1000,131072,1,"[""Computing Geometry""]"
1018,1000,131072,3,"[""Computing Geometry""]"
1019,1000,65536,3,"[""Array""]"
1021,1000,65536,7,"[""Array""]"
1022,1000,131072,3,"[""Tree Structure"",""Dynamic Programming""]"
1023,1000,131072,4,"[""Computing Geometry""]"
1024,1000,131072,4,"[""Mathematical Computation""]"
1025,1000,65536,1,"[""Brute Force""]"
1026,1000,65536,1,"[""Brute Force""]"
1027,1000,65536,1,"[""Bit Operation"",""Array""]"
1028,1000,65536,1,"[""Simulation"",""Array""]"
1029,1000,65536,1,"[""String""]"
1030,1000,65536,1,"[""Prime Number""]"
1031,1000,65536,3,"[""Greedy Algorithm""]"
1032,1000,65536,5,"[""Greedy Algorithm""]"
1033,1000,65536,1,"[""Brute Force""]"
1034,1000,65536,1,"[""Brute Force""]"
1035,1000,65536,1,"[""Brute Force""]"
1036,1000,65536,1,"[""Brute Force""]"
1037,1000,65536,1,"[""Brute Force""]"
1038,1000,65536,1,"[""Brute Force""]"
1039,3000,65536,6,"[""Graph Theory""]"
1040,1000,65536,1,"[""Brute Force""]"
1041,1000,65536,2,"[""Matrix/Determinant""]"
1042,1000,65536,2,"[""Mathematical Computation""]"
1043,2000,131072,8,"[""Graph Theory""]"
1044,1000,65536,1,"[""Mathematical Computation"",""Standard Template Library(STL)""]"
1045,1000,65536,1,"[""Decision""]"
1047,1000,65536,1,"[""String"",""Decision""]"
1048,1000,65536,1,"[""Mathematical Computation"",""Basic Code""]"
1049,1000,65536,1,"[""Mathematical Computation""]"
1050,1000,65536,1,"[""Basic Code"",""Standard Template Library(STL)""]"
1052,1000,65536,1,"[""Decision""]"
1053,1000,65536,3,"[""Simulation""]"
1054,1000,65536,5,"[""Dynamic Programming""]"
1055,1000,65536,1,"[""Binary Problem"",""Binary System""]"
1056,1000,65536,1,"[""Loop Program""]"
1057,1000,65536,1,"[""High Accuracy"",""Array""]"
1058,1000,65536,1,"[""Sort"",""Basic Code""]"
1059,1000,65536,1,[]
1060,2000,65536,4,"[""Dynamic Programming"",""Greedy Algorithm""]"
1061,1000,65536,1,"[""Dynamic Programming""]"
1062,1500,65536,5,"[""Simulation"",""Dynamic Programming"",""Mathematical Computation""]"
1063,1000,65536,5,"[""Greedy Algorithm""]"
1064,1000,65536,5,"[""Greedy Algorithm""]"
1065,1000,65536,1,"[""String""]"
1066,1000,65536,7,"[""Graph Theory"",""Max-flow""]"
1067,1000,65536,1,"[""Brute Force""]"
1068,1000,65536,1,"[""Brute Force""]"
1069,1000,65536,1,"[""Mathematical Computation""]"
1070,1000,65536,1,"[""Sort"",""Brute Force""]"
1071,1000,65536,2,"[""Stack"",""Simulation""]"
1072,1000,65536,2,"[""Recursion""]"
1073,1000,65536,3,"[""Recurrence""]"
1074,1000,65536,1,"[""Brute Force""]"
1075,1000,65536,1,"[""Brute Force""]"
1076,1000,65536,1,"[""String"",""Brute Force""]"
1077,1000,65536,1,"[""Brute Force""]"
1078,1000,65536,1,"[""String"",""Brute Force""]"
1079,1000,65536,1,"[""Brute Force""]"
1080,1000,65536,1,"[""Brute Force"",""Set""]"
1081,1500,32768,3,"[""Computing Geometry""]"
1082,1000,65536,8,"[""Computing Geometry""]"
1083,1000,65536,5,"[""Dynamic Programming""]"
1084,1000,65536,4,"[""Mathematical Computation""]"
1085,1000,65536,7,"[""Graph Theory""]"
1086,1500,204800,6,"[""Dynamic Programming""]"
1087,1000,65536,1,[]
1088,1000,65536,1,"[""Brute Force""]"
1094,1000,65536,1,[]
1099,1000,65536,2,"[""Bit Operation"",""Divide and Conquer"",""Brute Force""]"
1101,1000,65536,2,"[""Bit Operation""]"
1102,1000,65536,2,"[""Bit Operation"",""Divide and Conquer""]"
1104,1000,65536,2,"[""Brute Force""]"
1105,1000,65536,1,"[""Bit Operation""]"
1106,1000,65536,2,"[""Array""]"
1107,1000,65536,3,"[""Array""]"
1108,1000,65536,5,"[""String""]"
1109,1000,65536,3,"[""Array""]"
1110,1000,65536,3,"[""Recurrence""]"
1111,2000,204800,4,"[""Dynamic Programming""]"
1112,1000,65536,1,"[""Simulation""]"
1113,1000,65536,3,"[""Computing Geometry""]"
1114,1000,65536,5,"[""Fast Fourier Transform""]"
1115,1000,65536,4,"[""Computing Geometry""]"
1116,1000,65536,8,"[""Computing Geometry""]"
1117,1000,65536,3,"[""Dynamic Programming""]"
1118,1000,65536,4,"[""Greedy Algorithm""]"
1119,1000,65536,6,"[""Graph Theory""]"
1120,2000,204800,4,"[""Bit Operation"",""Tree Structure"",""Brute Force""]"
1121,1000,65536,4,"[""Dynamic Programming""]"
1122,500,65536,5,"[""Dynamic Programming""]"
1123,1000,65536,3,"[""Greedy Algorithm""]"
1124,1000,65536,3,"[""Simulation""]"
1125,1000,65536,6,"[""Computing Geometry""]"
1126,1000,65536,7,"[""Mathematical Computation""]"
1133,1000,65536,2,"[""Brute Force""]"
1134,1000,65536,2,"[""Input and Output""]"
1135,1000,65536,1,"[""Brute Force""]"
1136,1000,65536,1,"[""Brute Force""]"
1137,1000,65536,1,"[""Brute Force""]"
1138,1000,65536,1,"[""Brute Force""]"
1139,1000,65536,1,"[""Brute Force""]"
1140,1000,65536,2,"[""Brute Force""]"
1141,1000,65536,2,"[""Brute Force""]"
1144,1000,65536,3,"[""Brute Force""]"
1145,1000,65536,2,"[""Brute Force""]"
1146,1000,65536,1,"[""Set""]"
1147,1000,65536,6,"[""Data Type"",""Sort""]"
1148,1000,65536,6,"[""Mathematical Computation"",""Prime Number""]"
1149,1000,65536,2,[]
1150,1000,65536,3,[]
1151,1000,65536,1,"[""Brute Force""]"
1152,1000,65536,1,"[""Brute Force""]"
1153,1000,65536,1,"[""Brute Force""]"
1154,1000,65536,1,"[""Brute Force""]"
1155,1000,65536,2,"[""Brute Force""]"
1156,1000,65536,2,[]
1157,1000,65536,2,"[""Input and Output""]"
1158,1000,65536,1,[]
1159,2000,65536,1,"[""Basic Code""]"
1160,1000,65536,3,[]
1161,1000,65536,3,[]
1162,1000,65536,2,"[""Decision""]"
1163,2000,65536,1,[]
1164,1000,65536,2,"[""Decision""]"
1165,1000,65536,9,"[""Bit Operation"",""Divide and Conquer"",""Binary System""]"
1166,1000,65536,2,"[""Decision""]"
1167,1000,65536,2,"[""Decision""]"
1168,1000,65536,7,"[""Binary Problem"",""Mathematical Computation""]"
1169,1000,65536,2,"[""Loop Program""]"
1170,1000,65536,1,[]
1171,1000,65536,1,"[""Basic Code""]"
1172,1000,65536,1,"[""Basic Code""]"
1173,1000,65536,6,"[""Decision""]"
1174,1000,65536,8,"[""Decision""]"
1175,1000,65536,4,"[""Brute Force""]"
1176,1000,65536,9,"[""Mathematical Geometry""]"
1177,2000,65536,1,[]
1178,2000,65536,1,[]
1180,2000,65536,1,[]
1181,500,65536,1,[]
1182,2000,65536,2,[]
1183,1000,65536,1,"[""Brute Force""]"
1184,1000,65536,1,"[""Brute Force""]"
1185,1000,65536,1,"[""Brute Force""]"
1186,1000,65536,1,"[""Brute Force""]"
1187,1000,65536,1,"[""Brute Force""]"
1188,1000,65536,6,"[""Decision""]"
1189,1000,65536,2,"[""Loop Program""]"
1190,1000,65536,2,"[""Basic Code""]"
1191,1000,65536,2,"[""Brute Force"",""Greatest Common Divisor""]"
1192,1000,65536,3,"[""Basic Code""]"
1193,1000,65536,2,"[""Basic Code""]"
1194,1000,65536,2,"[""Basic Code""]"
1195,1000,65536,4,"[""Basic Code""]"
1196,1000,65536,2,"[""Basic Code""]"
1197,1000,65536,5,"[""Basic Code""]"
1198,1000,65536,1,"[""Brute Force""]"
1199,1000,65536,1,"[""Brute Force""]"
1200,1000,65536,1,"[""Brute Force""]"
1201,1000,65536,1,"[""Brute Force""]"
1202,1000,65536,1,"[""Brute Force""]"
1203,3000,65536,5,"[""Recurrence""]"
1204,1000,65536,3,"[""Recurrence""]"
1205,1000,65536,1,"[""Basic Code""]"
1206,1000,65536,1,"[""Basic Code""]"
1207,1000,65536,2,"[""Loop Program""]"
1208,1000,65536,2,"[""Loop Program""]"
1217,1000,65536,2,"[""Number Theory"",""Mathematical Computation""]"
1218,1000,65536,3,"[""Number Theory"",""Prime Number""]"
1219,1000,65536,2,"[""Loop Program""]"
1220,5000,65536,4,"[""Loop Program""]"
1221,1000,65536,5,"[""Recurrence""]"
1222,1000,65536,4,"[""Loop Program""]"
1223,1000,65536,5,"[""Loop Program""]"
1224,1000,65536,4,"[""Loop Program""]"
1225,1000,65536,6,"[""Loop Program""]"
1226,1000,65536,2,"[""String""]"
1227,1000,65536,9,"[""Loop Program"",""Array""]"
1228,1000,65536,6,"[""Matrix/Determinant""]"
1229,1000,65536,1,"[""Brute Force""]"
1230,1000,65536,1,"[""Brute Force""]"
1231,1000,65536,1,"[""Brute Force""]"
1232,1000,65536,1,"[""Brute Force""]"
1233,1000,65536,1,"[""Mathematical Computation""]"
1234,5000,65536,1,"[""Decision""]"
1235,1000,65536,1,"[""String""]"
1236,1000,65536,2,"[""Brute Force""]"
1237,30000,65536,1,"[""Stack""]"
1238,1000,65536,1,[]
1245,1000,65536,4,"[""Array""]"
1246,1000,65536,2,"[""Data Structure""]"
1247,1000,65536,3,"[""Array""]"
1248,1000,65536,3,"[""String""]"
1250,1000,65536,4,"[""String""]"
1251,1000,65536,4,"[""Hash Table""]"
1252,1000,65536,2,[]
1253,1000,65536,2,"[""Array""]"
1254,1000,65536,6,"[""Loop Program""]"
1255,1000,65536,2,"[""Basic Code""]"
1256,1000,65536,2,"[""Stack"",""String""]"
1257,1000,65536,6,"[""String"",""Mathematical Computation""]"
1258,1000,65536,8,"[""String""]"
1259,1000,65536,1,"[""Brute Force""]"
1260,1000,65536,1,"[""Brute Force""]"
1261,1000,65536,1,"[""Brute Force""]"
1262,1000,65536,1,"[""Brute Force""]"
1263,1000,65536,2,"[""Queue""]"
1264,1000,65536,2,[]
1265,1000,65536,3,"[""String"",""String Matching""]"
1266,1000,65536,4,"[""String""]"
1267,1000,65536,2,"[""Mathematical Computation""]"
1268,1000,65536,2,"[""Array""]"
1269,1000,65536,4,"[""String""]"
1270,1000,65536,3,"[""String""]"
1271,1000,65536,3,[]
1272,1000,65536,4,"[""String""]"
1273,10000,65536,1,"[""Set""]"
1274,1000,65536,2,"[""String""]"
1275,1000,65536,8,"[""Array""]"
1276,3000,65536,1,"[""A+B Problem""]"
1277,1000,65536,1,"[""A+B Problem""]"
1278,1000,65536,1,"[""Brute Force""]"
1279,1000,65536,1,"[""Brute Force""]"
1280,1000,65536,1,"[""Brute Force""]"
1281,1000,65536,1,"[""Brute Force""]"
1282,1000,65536,1,"[""Brute Force""]"
1283,1000,65536,1,"[""Brute Force""]"
1284,3000,65536,1,"[""Dynamic Programming"",""Pipeline Scheduling""]"
1285,1000,65536,1,[]
1286,1000,65536,1,[]
1287,1000,65536,2,"[""Stack""]"
1288,3000,65536,2,"[""Basic Code""]"
1289,1000,65536,6,"[""Array""]"
1290,1000,65536,3,"[""Array""]"
1291,1000,65536,3,"[""Quick Sort""]"
1292,1000,65536,4,"[""Array""]"
1293,1000,65536,1,"[""Basic Code""]"
1294,1000,65536,1,"[""Array""]"
1295,1000,65536,4,"[""Array""]"
1296,1000,65536,5,"[""String""]"
1298,1000,65536,1,"[""Basic Code""]"
1299,1000,65536,2,"[""Basic Code""]"
1300,1000,65536,2,"[""Basic Code""]"
1301,5000,131072,2,"[""Graph Theory""]"
1305,1000,131072,4,"[""Probability DP""]"
1306,1000,131072,1,[]
1307,1000,65536,1,"[""Basic Code""]"
1308,1000,65536,1,"[""String""]"
1309,1000,65536,4,"[""Array""]"
1310,1500,131072,3,"[""Data Structure""]"
1311,1000,131072,1,"[""String""]"
1312,1000,65536,3,[]
1313,1000,65536,3,"[""Sort""]"
1314,1000,65536,3,[]
1315,1000,65536,6,"[""Sort""]"
1316,1000,65536,1,"[""Basic Code""]"
1317,1000,65536,3,"[""Basic Code""]"
1318,1000,65536,4,"[""Basic Code""]"
1319,1000,65536,3,"[""Basic Code""]"
1320,2000,131072,3,"[""Graph Theory""]"
1321,1000,65536,1,"[""Brute Force""]"
1322,1000,65536,1,"[""Brute Force""]"
1323,1000,65536,1,"[""Brute Force""]"
1324,1000,65536,1,"[""Brute Force""]"
1325,1000,65536,1,"[""Brute Force""]"
1326,1000,65536,1,"[""Brute Force""]"
1327,2000,131072,1,"[""Greedy Algorithm""]"
1328,1000,131072,2,"[""Priority Queue""]"
1329,1000,131072,3,"[""Dynamic Programming""]"
1330,1000,131072,3,"[""Dynamic Programming""]"
1331,2000,131072,2,"[""Tree Structure"",""Graph Theory"",""Brute Force""]"
1332,1000,131072,2,"[""Mathematical Computation""]"
1333,1000,65536,3,[]
1334,1000,65536,2,"[""Basic Code""]"
1335,1000,65536,2,"[""Fibonacci Sequence""]"
1336,1000,65536,3,"[""Recurrence""]"
1337,1000,65536,3,"[""Brute Force""]"
1338,1000,65536,6,"[""Basic Code""]"
1339,1000,65536,4,"[""Basic Code""]"
1340,1000,65536,3,"[""Basic Code""]"
1341,1000,65536,5,"[""Basic Code""]"
1342,1000,65536,5,"[""Basic Code""]"
1343,1000,65536,3,"[""Basic Code""]"
1344,1000,65536,3,"[""Decision""]"
1345,1000,65536,3,"[""Basic Code""]"
1346,1000,65536,5,"[""Basic Code""]"
1347,6000,65536,3,"[""Dynamic Programming""]"
1348,1000,65536,4,"[""Basic Code""]"
1349,1000,65536,3,"[""Basic Code""]"
1350,1000,65536,3,"[""Binary System""]"
1351,1000,65536,3,"[""Binary System""]"
1352,1000,65536,4,"[""Array""]"
1353,1000,65536,4,"[""Basic Code""]"
1354,1000,65536,4,"[""Sort""]"
1355,1000,65536,5,"[""Basic Code""]"
1356,1000,65536,4,[]
1357,1000,65536,5,"[""Mathematical Geometry""]"
1359,1000,65536,3,"[""Array""]"
1360,1000,65536,3,"[""Basic Code""]"
1361,1000,65536,6,"[""Basic Code""]"
1362,1000,65536,4,"[""Basic Code""]"
1363,1000,65536,2,"[""Sort""]"
1364,1000,65536,3,"[""Dynamic Programming""]"
1365,1000,65536,4,"[""Greedy Algorithm""]"
1366,1000,65536,4,"[""Basic Code""]"
1367,1000,65536,2,"[""Basic Code""]"
1368,1000,65536,4,"[""Basic Code""]"
1369,1000,65536,3,"[""Array""]"
1370,1000,65536,2,"[""Basic Code""]"
1371,1000,65536,2,"[""Basic Code""]"
1372,1000,65536,1,"[""Brute Force""]"
1373,1000,65536,1,"[""Brute Force""]"
1374,1000,65536,1,"[""Brute Force""]"
1375,1000,65536,1,"[""Brute Force""]"
1376,1000,65536,1,"[""Brute Force""]"
1377,1000,65536,1,"[""Basic Code""]"
1378,1000,65536,3,"[""Basic Code""]"
1379,1000,65536,1,"[""Brute Force""]"
1380,1000,65536,1,"[""Brute Force""]"
1381,1000,65536,1,"[""Brute Force""]"
1382,1000,65536,1,"[""Brute Force""]"
1383,1000,65536,1,"[""Brute Force""]"
1384,1000,65536,2,"[""Disjoint Set Union"",""0-1 Knapsack Problem"",""A+B Problem""]"
1385,1000,65536,4,[]
1386,1000,65536,6,[]
1387,1000,65536,5,[]
1388,1000,65536,1,[]
1389,1000,65536,1,[]
1390,1000,65536,1,[]
1391,1000,65536,1,[]
1392,1000,65536,1,[]
1393,1000,65536,1,[]
1394,1000,65536,1,[]
1395,1000,65536,1,[]
1396,1000,65536,1,[]
1397,1000,65536,1,[]
1398,1000,65536,1,[]
1399,1000,65536,1,[]
1400,1000,65536,1,[]
1401,1000,65536,1,[]
1402,1000,65536,1,[]
1403,1000,65536,1,[]
1404,1000,65536,1,[]
1405,1000,65536,1,[]
1406,1000,204800,2,"[""Dynamic Programming""]"
1407,1000,65536,1,"[""Basic Code""]"
1408,1000,65536,1,"[""Basic Code""]"
1409,1000,65536,2,"[""String""]"
1410,1000,65536,2,"[""Disjoint Set Union"",""Basic Code""]"
1411,1000,65536,4,"[""Max-flow""]"
1412,1000,131072,5,"[""Recurrence""]"
1413,1000,65536,2,"[""Binary System""]"
1414,3000,65536,4,"[""Sort""]"
1415,1000,65536,8,"[""Fast Fourier Transform""]"
1416,1500,65536,2,"[""Mathematical Computation"",""Array""]"
1417,1000,65536,5,"[""Computing Geometry""]"
1419,1000,65536,1,[]
1420,1000,65536,1,[]
1421,1000,65536,1,[]
1422,1000,65536,1,[]
1423,1000,65536,1,[]
1424,1000,65536,1,[]
1425,1000,65536,6,"[""String""]"
1426,1000,102400,4,"[""0-1 Knapsack Problem"",""Mathematical Computation""]"
1427,1000,65536,1,[]
1428,1500,65536,7,"[""Data Structure""]"
1429,2000,204800,7,"[""Probability Statistics""]"
1430,1000,65536,3,"[""Recursion"",""Mathematical Computation"",""Decision""]"
1431,1000,65536,3,"[""Recurrence"",""Hanoi Tower Problem"",""Basic Code""]"
1434,1000,65536,4,"[""Data Type""]"
1435,1000,65536,2,"[""Mathematical Computation""]"
1436,1000,65536,2,"[""String""]"
1437,1000,65536,4,"[""Sort""]"
1438,1000,65536,5,"[""Greedy Algorithm""]"
1439,1000,65536,4,"[""Deep First Search(DFS)""]"
1440,1000,65536,4,"[""High Accuracy""]"
1441,1000,65536,2,"[""String"",""Binary Problem"",""Horner's Rule""]"
1442,100,65536,2,"[""Mathematical Computation"",""Fibonacci Sequence""]"
1443,1000,65536,1,"[""Fibonacci Sequence""]"
1444,3000,131072,4,"[""Recurrence"",""Merge Sort""]"
1446,1000,65536,4,"[""Quick Sort""]"
1447,1000,65536,2,"[""Greedy Algorithm""]"
1448,1000,65536,5,"[""Priority Queue"",""Data Structure""]"
1449,1000,65536,6,"[""Mathematical Computation""]"
1450,1000,65536,1,"[""Data Type""]"
1451,1000,65536,3,"[""Computing Geometry"",""Mathematical Computation"",""Cross Product""]"
1452,1000,65536,1,"[""String""]"
1453,1000,65536,2,"[""String""]"
1454,1500,65536,4,"[""Array""]"
1455,500,1600,2,"[""Basic Code""]"
1456,1000,65536,2,"[""String""]"
1457,1000,65536,2,"[""Bit Operation"",""Array""]"
1458,1000,65536,1,"[""Basic Code""]"
1459,1000,65536,2,[]
1460,1000,65536,6,"[""Graph Theory""]"
1461,1000,65536,2,"[""Binary Problem""]"
1462,1000,65536,7,"[""Tree Structure"",""Graph Theory"",""Loop Program""]"
1463,1000,65536,4,"[""A+B Problem""]"
1464,1000,65536,1,"[""Basic Code""]"
1465,1000,65536,1,"[""Basic Code""]"
1466,1000,65536,1,"[""Basic Code""]"
1467,1000,65536,1,"[""Binary Search on Result""]"
1468,1000,65536,1,"[""Basic Code""]"
1469,1000,65536,1,[]
1470,1000,65536,1,[]
1472,1000,65536,2,"[""Binary System"",""Loop Program""]"
1473,1000,65536,1,"[""String"",""Hash Table""]"
1474,1000,65536,1,"[""String""]"
1475,1000,65536,1,"[""String""]"
1476,1000,65536,1,"[""Basic Code""]"
1477,1000,65536,1,[]
1478,1000,65536,1,[]
1479,1000,65536,1,[]
1480,1000,65536,6,"[""Data Type"",""Decision""]"
1481,1000,65536,3,[]
1482,1000,65536,3,"[""Mathematical Computation""]"
1483,1000,65536,1,"[""Data Type""]"
1484,1000,65536,5,"[""Number Theory""]"
1485,1000,65536,2,[]
1486,1000,65536,3,"[""Greatest Common Divisor""]"
1487,1000,65536,2,"[""Bit Operation"",""Basic Code""]"
1488,1000,65536,4,"[""Mathematical Computation"",""Loop Program""]"
1489,1000,65536,5,"[""Loop Program"",""Basic Code"",""Decision""]"
1490,1000,65536,1,"[""Basic Code""]"
1491,1000,65536,1,"[""Basic Code""]"
