strategy,user_id,rank,problem_id,p_ac,difficulty,in_growth_band
model_growth,155,5,537,0.6484488248825073,1,1
model_growth,155,6,3742,0.6484488248825073,1,1
model_growth,155,7,3279,0.6484488248825073,1,1
model_growth,155,8,5816,0.6484488248825073,1,1
model_growth,155,9,3261,0.6484488248825073,1,1
model_growth,155,10,708,0.6484488248825073,1,1
model_growth,156,1,5047,0.6758347749710083,2,1
model_growth,156,2,618,0.6758347749710083,2,1
model_growth,156,3,2385,0.6582786440849304,1,1
model_growth,156,4,5816,0.6582786440849304,1,1
model_growth,156,5,5361,0.6582786440849304,1,1
model_growth,156,6,4956,0.6582786440849304,1,1
model_growth,156,7,9266,0.6582786440849304,1,1
model_growth,156,8,9443,0.6582786440849304,1,1
model_growth,156,9,537,0.6582786440849304,1,1
model_growth,156,10,7330,0.6582786440849304,1,1
model_growth,157,1,7857,0.6969974040985107,2,1
model_growth,157,2,365,0.6969974040985107,2,1
model_growth,157,3,7443,0.6969974040985107,2,1
model_growth,157,4,8728,0.6969974040985107,2,1
model_growth,157,5,6836,0.6958072185516357,2,1
model_growth,157,6,9540,0.6958072185516357,2,1
model_growth,157,7,1382,0.6958072185516357,2,1
model_growth,157,8,1383,0.6958072185516357,2,1
model_growth,157,9,1198,0.6958072185516357,2,1
model_growth,157,10,7521,0.6958072185516357,2,1
model_growth,158,1,8013,0.6833563446998596,2,1
model_growth,158,2,2629,0.6149153113365173,2,1
model_growth,158,3,5643,0.6027602553367615,1,1
model_growth,158,4,3130,0.6016247868537903,4,1
model_growth,158,5,3470,0.6016247868537903,4,1
model_growth,158,6,8068,0.6009050607681274,2,1
model_growth,158,7,2709,0.5955812335014343,6,1
model_growth,158,8,2537,0.5861104130744934,4,1
model_growth,158,9,2710,0.5365272760391235,6,1
model_growth,158,10,5741,0.5239015817642212,4,1
model_growth,159,1,1263,0.6481971144676208,2,1
model_growth,159,2,8707,0.6459362506866455,2,1
model_growth,159,3,8468,0.6333609223365784,1,1
model_growth,159,4,6538,0.6333609223365784,1,1
model_growth,159,5,264,0.6333609223365784,1,1
model_growth,159,6,7330,0.6333609223365784,1,1
model_growth,159,7,3742,0.6333609223365784,1,1
model_growth,159,8,5816,0.6333609223365784,1,1
model_growth,159,9,5208,0.6333609223365784,1,1
model_growth,159,10,9443,0.6333609223365784,1,1
model_growth,160,1,4511,0.6708391904830933,2,1
model_growth,160,2,7613,0.6708391904830933,2,1
model_growth,160,3,7984,0.6708391904830933,2,1
model_growth,160,4,2284,0.6708391904830933,2,1
model_growth,160,5,618,0.6666571497917175,2,1
model_growth,160,6,5848,0.6666571497917175,2,1
model_growth,160,7,8678,0.6666571497917175,2,1
model_growth,160,8,617,0.6666571497917175,2,1
model_growth,160,9,5649,0.6666571497917175,2,1
model_growth,160,10,8677,0.6666571497917175,2,1
model_growth,161,1,3337,0.6664917469024658,3,1
model_growth,161,2,5050,0.6636849641799927,3,1
model_growth,161,3,7446,0.6595954895019531,3,1
model_growth,161,4,4056,0.6590278744697571,3,1
model_growth,161,5,7962,0.6590278744697571,3,1
model_growth,161,6,8769,0.6590278744697571,3,1
model_growth,161,7,3381,0.6590278744697571,3,1
model_growth,161,8,4338,0.6590278744697571,3,1
model_growth,161,9,7957,0.6577617526054382,3,1
model_growth,161,10,4508,0.6570815443992615,3,1
model_growth,162,1,2284,0.6895906329154968,2,1
model_growth,162,2,7613,0.6895906329154968,2,1
model_growth,162,3,7984,0.6895906329154968,2,1
model_growth,162,4,4511,0.6895906329154968,2,1
model_growth,162,5,5848,0.685535192489624,2,1
model_growth,162,6,8679,0.685535192489624,2,1
model_growth,162,7,5047,0.685535192489624,2,1
model_growth,162,8,617,0.685535192489624,2,1
model_growth,162,9,618,0.685535192489624,2,1
model_growth,162,10,5649,0.685535192489624,2,1
model_growth,163,1,3294,0.6989637613296509,2,1
model_growth,163,2,5117,0.6989637613296509,2,1
model_growth,163,3,8707,0.6989637613296509,2,1
model_growth,163,4,9168,0.6989637613296509,2,1
model_growth,163,5,8482,0.6989637613296509,2,1
model_growth,163,6,7955,0.6989637613296509,2,1
model_growth,163,7,7937,0.6989637613296509,2,1
model_growth,163,8,8809,0.6989637613296509,2,1
model_growth,163,9,4380,0.6989637613296509,2,1
model_growth,163,10,216,0.6974490284919739,4,1
model_growth,164,1,5047,0.6960787773132324,2,1
model_growth,164,2,5848,0.6960787773132324,2,1
model_growth,164,3,5849,0.6960787773132324,2,1
model_growth,164,4,8679,0.6960787773132324,2,1
model_growth,164,5,8677,0.6960787773132324,2,1
model_growth,164,6,8676,0.6960787773132324,2,1
model_growth,164,7,246,0.6929810643196106,2,1
model_growth,164,8,6347,0.6929810643196106,2,1
model_growth,164,9,5382,0.6929810643196106,2,1
model_growth,164,10,4411,0.6929810643196106,2,1
model_growth,165,1,4783,0.6950036883354187,1,1
model_growth,165,2,2247,0.6860486268997192,5,1
model_growth,165,3,10347,0.6171027421951294,2,1
model_growth,165,4,3742,0.6167136430740356,1,1
model_growth,165,5,6519,0.6167136430740356,1,1
model_growth,165,6,6521,0.6167136430740356,1,1
model_growth,165,7,5276,0.6167136430740356,1,1
model_growth,165,8,5764,0.6167136430740356,1,1
model_growth,165,9,4956,0.6167136430740356,1,1
model_growth,165,10,6526,0.6167136430740356,1,1
model_growth,166,1,4673,0.6710821986198425,1,1
model_growth,166,2,572,0.6707674860954285,1,1
model_growth,166,3,8979,0.6707674860954285,1,1
model_growth,166,4,10,0.5930032730102539,4,1
model_growth,166,5,2933,0.5925712585449219,2,1
model_growth,166,6,5361,0.5899268984794617,1,1
model_growth,166,7,3279,0.5899268984794617,1,1
model_growth,166,8,1078,0.5899268984794617,1,1
model_growth,166,9,9443,0.5899268984794617,1,1
model_growth,166,10,4586,0.5899268984794617,1,1
model_growth,167,1,4511,0.6984323263168335,2,1
model_growth,167,2,2284,0.6984323263168335,2,1
model_growth,167,3,7613,0.6984323263168335,2,1
model_growth,167,4,7984,0.6984323263168335,2,1
model_growth,167,5,8678,0.6944411993026733,2,1
model_growth,167,6,5649,0.6944411993026733,2,1
model_growth,167,7,5848,0.6944411993026733,2,1
model_growth,167,8,5047,0.6944411993026733,2,1
model_growth,167,9,618,0.6944411993026733,2,1
model_growth,167,10,5116,0.6944411993026733,2,1
model_growth,168,1,264,0.6308574676513672,1,1
model_growth,168,2,1166,0.6308574676513672,1,1
model_growth,168,3,3261,0.6308574676513672,1,1
model_growth,168,4,9266,0.6308574676513672,1,1
model_growth,168,5,4253,0.6308574676513672,1,1
model_growth,168,6,5208,0.6308574676513672,1,1
model_growth,168,7,6519,0.6308574676513672,1,1
model_growth,168,8,6521,0.6308574676513672,1,1
model_growth,168,9,4956,0.6308574676513672,1,1
model_growth,168,10,5276,0.6308574676513672,1,1
model_growth,169,1,8460,0.635498583316803,1,1
model_growth,169,2,730,0.635498583316803,1,1
model_growth,169,3,1166,0.635498583316803,1,1
model_growth,169,4,6519,0.635498583316803,1,1
model_growth,169,5,6521,0.635498583316803,1,1
model_growth,169,6,4956,0.635498583316803,1,1
model_growth,169,7,5276,0.635498583316803,1,1
model_growth,169,8,5764,0.635498583316803,1,1
model_growth,169,9,6526,0.635498583316803,1,1
model_growth,169,10,9389,0.635498583316803,1,1
model_growth,170,1,8715,0.6793307662010193,4,1
model_growth,170,2,8680,0.6765796542167664,4,1
model_growth,170,3,8875,0.6720128655433655,4,1
model_growth,170,4,9798,0.6720128655433655,4,1
model_growth,170,5,2764,0.6720128655433655,4,1
model_growth,170,6,8195,0.6720128655433655,4,1
model_growth,170,7,3380,0.6720128655433655,4,1
model_growth,170,8,3392,0.6720128655433655,4,1
model_growth,170,9,7029,0.6720128655433655,4,1
model_growth,170,10,9799,0.6720128655433655,4,1
model_growth,171,1,6392,0.6869537234306335,2,1
model_growth,171,2,5361,0.6845958828926086,1,1
model_growth,171,3,1078,0.6845958828926086,1,1
model_growth,171,4,9443,0.6845958828926086,1,1
model_growth,171,5,8852,0.6845958828926086,1,1
model_growth,171,6,6521,0.6845958828926086,1,1
model_growth,171,7,4586,0.6845958828926086,1,1
model_growth,171,8,5208,0.6845958828926086,1,1
model_growth,171,9,1166,0.6845958828926086,1,1
model_growth,171,10,9389,0.6845958828926086,1,1
model_growth,172,1,8679,0.6873887181282043,2,1
model_growth,172,2,8468,0.6701529622077942,1,1
model_growth,172,3,730,0.6701529622077942,1,1
model_growth,172,4,5208,0.6701529622077942,1,1
model_growth,172,5,6519,0.6701529622077942,1,1
model_growth,172,6,3008,0.6701529622077942,1,1
model_growth,172,7,6521,0.6701529622077942,1,1
model_growth,172,8,8852,0.6701529622077942,1,1
model_growth,172,9,537,0.6701529622077942,1,1
model_growth,172,10,6526,0.6701529622077942,1,1
model_growth,173,1,5848,0.6256975531578064,2,1
model_growth,173,2,3817,0.6123610138893127,2,1
model_growth,173,3,8462,0.609612226486206,2,1
model_growth,173,4,6526,0.6070051193237305,1,1
model_growth,173,5,9443,0.6070051193237305,1,1
model_growth,173,6,3261,0.6070051193237305,1,1
model_growth,173,7,4253,0.6070051193237305,1,1
model_growth,173,8,6519,0.6070051193237305,1,1
model_growth,173,9,5276,0.6070051193237305,1,1
model_growth,173,10,6521,0.6070051193237305,1,1
model_growth,174,1,5401,0.6238589286804199,2,1
model_growth,174,2,4031,0.618274986743927,4,1
model_growth,174,3,5050,0.5694978833198547,3,1
model_growth,174,4,9798,0.5614736676216125,4,1
model_growth,174,5,4082,0.5513908863067627,4,1
model_growth,174,6,4927,0.5450122952461243,5,1
model_growth,174,7,5208,0.5409782528877258,1,1
model_growth,174,8,6365,0.5409782528877258,1,1
model_growth,174,9,4956,0.5409782528877258,1,1
model_growth,174,10,6538,0.5409782528877258,1,1
model_growth,175,1,5728,0.6989486217498779,3,1
model_growth,175,2,8751,0.6989486217498779,3,1
model_growth,175,3,682,0.6989486217498779,3,1
model_growth,175,4,5389,0.6989486217498779,3,1
model_growth,175,5,1650,0.696810781955719,3,1
model_growth,175,6,1886,0.696810781955719,3,1
model_growth,175,7,5954,0.696810781955719,3,1
model_growth,175,8,4291,0.696810781955719,3,1
model_growth,175,9,8567,0.696810781955719,3,1
model_growth,175,10,5374,0.696810781955719,3,1
model_growth,176,1,5264,0.6447740197181702,1,1
model_growth,176,2,6478,0.6444474458694458,1,1
model_growth,176,3,5641,0.6444474458694458,1,1
model_growth,176,4,6426,0.6444474458694458,1,1
model_growth,176,5,9410,0.642052173614502,2,1
model_growth,176,6,6214,0.6417244672775269,2,1
model_growth,176,7,482,0.6398916244506836,2,1
model_growth,176,8,10276,0.6398916244506836,2,1
model_growth,176,9,7727,0.6343217492103577,2,1
model_growth,176,10,6519,0.561370313167572,1,1
model_growth,177,1,3337,0.6663836240768433,3,1
model_growth,177,2,5050,0.6635764241218567,3,1
model_growth,177,3,7446,0.6594862937927246,3,1
model_growth,177,4,4338,0.6589186191558838,3,1
model_growth,177,5,8769,0.6589186191558838,3,1
model_growth,177,6,4056,0.6589186191558838,3,1
model_growth,177,7,7962,0.6589186191558838,3,1
model_growth,177,8,3381,0.6589186191558838,3,1
model_growth,177,9,7957,0.6576522588729858,3,1
model_growth,177,10,8415,0.6569719910621643,3,1
model_growth,178,1,2284,0.6663802266120911,2,1
model_growth,178,2,7613,0.6663802266120911,2,1
model_growth,178,3,4511,0.6663802266120911,2,1
model_growth,178,4,7984,0.6663802266120911,2,1
model_growth,178,5,5649,0.6621701121330261,2,1
model_growth,178,6,8676,0.6621701121330261,2,1
model_growth,178,7,5116,0.6621701121330261,2,1
model_growth,178,8,618,0.6621701121330261,2,1
model_growth,178,9,5849,0.6621701121330261,2,1
model_growth,178,10,5848,0.6621701121330261,2,1
model_growth,179,1,7984,0.6786234378814697,2,1
model_growth,179,2,4511,0.6786234378814697,2,1
model_growth,179,3,2284,0.6786234378814697,2,1
model_growth,179,4,7613,0.6786234378814697,2,1
model_growth,179,5,8678,0.6744922995567322,2,1
model_growth,179,6,5849,0.6744922995567322,2,1
model_growth,179,7,617,0.6744922995567322,2,1
model_growth,179,8,8676,0.6744922995567322,2,1
model_growth,179,9,8679,0.6744922995567322,2,1
model_growth,179,10,5047,0.6744922995567322,2,1
model_growth,180,1,4595,0.6041046977043152,4,1
model_growth,180,2,708,0.5927209854125977,1,1
model_growth,180,3,9575,0.5868924856185913,1,1
model_growth,180,4,8601,0.5850142240524292,2,1
model_growth,180,5,6353,0.5836668610572815,2,1
model_growth,180,6,2609,0.5817306637763977,2,1
model_growth,180,7,4525,0.5237108469009399,5,1
model_growth,180,8,7964,0.5211316347122192,4,1
model_growth,180,9,8150,0.5044923424720764,5,1
model_growth,180,10,9794,0.5040227174758911,5,1
model_growth,181,1,9466,0.6749414205551147,5,1
model_growth,181,2,4819,0.6749414205551147,5,1
model_growth,181,3,2137,0.6597446799278259,5,1
model_growth,181,4,785,0.6597446799278259,5,1
model_growth,181,5,570,0.6597446799278259,5,1
model_growth,181,6,6394,0.6597446799278259,5,1
model_growth,181,7,2701,0.6597446799278259,5,1
model_growth,181,8,4238,0.6597446799278259,5,1
model_growth,181,9,3423,0.6597446799278259,5,1
model_growth,181,10,8792,0.6597446799278259,5,1
model_growth,182,1,8715,0.6822389960289001,4,1
model_growth,182,2,9798,0.6749556660652161,4,1
model_growth,182,3,7964,0.6749556660652161,4,1
model_growth,182,4,621,0.6749556660652161,4,1
model_growth,182,5,3095,0.6749556660652161,4,1
model_growth,182,6,8232,0.6749556660652161,4,1
model_growth,182,7,2764,0.6749556660652161,4,1
model_growth,182,8,8195,0.6749556660652161,4,1
model_growth,182,9,769,0.6749556660652161,4,1
model_growth,182,10,8919,0.6749556660652161,4,1
model_growth,183,1,416,0.6994423866271973,3,1
model_growth,183,2,1370,0.6994423866271973,3,1
model_growth,183,3,3031,0.6994423866271973,3,1
model_growth,183,4,7638,0.6994423866271973,3,1
model_growth,183,5,8567,0.6994423866271973,3,1
model_growth,183,6,5374,0.6994423866271973,3,1
model_growth,183,7,2523,0.6994423866271973,3,1
model_growth,183,8,1650,0.6994423866271973,3,1
model_growth,183,9,5954,0.6994423866271973,3,1
model_growth,183,10,6192,0.6994423866271973,3,1
model_growth,184,1,9466,0.6941238641738892,5,1
model_growth,184,2,4819,0.6941238641738892,5,1
model_growth,184,3,4238,0.6793979406356812,5,1
model_growth,184,4,570,0.6793979406356812,5,1
model_growth,184,5,2137,0.6793979406356812,5,1
model_growth,184,6,2701,0.6793979406356812,5,1
model_growth,184,7,6394,0.6793979406356812,5,1
model_growth,184,8,3423,0.6793979406356812,5,1
model_growth,184,9,8792,0.6793979406356812,5,1
model_growth,184,10,785,0.6793979406356812,5,1
model_growth,185,1,3337,0.6942484974861145,3,1
model_growth,185,2,5050,0.6915672421455383,3,1
model_growth,185,3,7446,0.6876572370529175,3,1
model_growth,185,4,3381,0.6871141791343689,3,1
model_growth,185,5,4056,0.6871141791343689,3,1
model_growth,185,6,7962,0.6871141791343689,3,1
model_growth,185,7,4338,0.6871141791343689,3,1
model_growth,185,8,785,0.6867860555648804,5,1
model_growth,185,9,7957,0.6859026551246643,3,1
model_growth,185,10,4508,0.6852516531944275,3,1
model_growth,186,1,10330,0.6972324848175049,5,1
model_growth,186,2,3962,0.6969854235649109,3,1
model_growth,186,3,8494,0.6969854235649109,3,1
model_growth,186,4,8342,0.6969854235649109,3,1
model_growth,186,5,10298,0.6969854235649109,3,1
model_growth,186,6,3957,0.6969854235649109,3,1
model_growth,186,7,7728,0.6969854235649109,3,1
model_growth,186,8,1732,0.6969854235649109,3,1
model_growth,186,9,8623,0.6969854235649109,3,1
model_growth,186,10,9523,0.6969854235649109,3,1
model_growth,187,1,1729,0.6989672780036926,2,1
model_growth,187,2,5988,0.6989672780036926,2,1
model_growth,187,3,5584,0.6989672780036926,2,1
model_growth,187,4,1788,0.6989672780036926,2,1
model_growth,187,5,9953,0.6989672780036926,2,1
model_growth,187,6,3397,0.6989672780036926,2,1
model_growth,187,7,1562,0.6989672780036926,2,1
model_growth,187,8,8421,0.6989672780036926,2,1
model_growth,187,9,5992,0.6989672780036926,2,1
model_growth,187,10,3429,0.6989672780036926,2,1
model_growth,188,1,8679,0.6543732285499573,2,1
model_growth,188,2,5190,0.6510634422302246,2,1
model_growth,188,3,3261,0.6362802982330322,1,1
model_growth,188,4,6526,0.6362802982330322,1,1
model_growth,188,5,9443,0.6362802982330322,1,1
model_growth,188,6,9389,0.6362802982330322,1,1
model_growth,188,7,7330,0.6362802982330322,1,1
model_growth,188,8,207,0.6362802982330322,1,1
model_growth,188,9,1166,0.6362802982330322,1,1
model_growth,188,10,4253,0.6362802982330322,1,1
model_growth,189,1,617,0.6852665543556213,2,1
model_growth,189,2,5049,0.6827022433280945,3,1
model_growth,189,3,9444,0.6626057028770447,1,1
model_growth,189,4,3785,0.6596284508705139,2,1
model_growth,189,5,6392,0.5833277702331543,2,1
model_growth,189,6,264,0.5806658864021301,1,1
model_growth,189,7,708,0.5806658864021301,1,1
model_growth,189,8,6519,0.5806658864021301,1,1
model_growth,189,9,5764,0.5806658864021301,1,1
model_growth,189,10,3433,0.5806658864021301,1,1
model_growth,190,1,8821,0.6151482462882996,2,1
model_growth,190,2,264,0.5328148007392883,1,1
model_growth,190,3,1078,0.5328148007392883,1,1
model_growth,190,4,5764,0.5328148007392883,1,1
model_growth,190,5,6526,0.5328148007392883,1,1
model_growth,190,6,4956,0.5328148007392883,1,1
model_growth,190,7,3742,0.5328148007392883,1,1
model_growth,190,8,3280,0.5328148007392883,1,1
model_growth,190,9,3279,0.5328148007392883,1,1
model_growth,190,10,9266,0.5328148007392883,1,1
model_growth,191,1,3337,0.6839007139205933,3,1
model_growth,191,2,5050,0.6811704039573669,3,1
model_growth,191,3,7446,0.6771901249885559,3,1
model_growth,191,4,3381,0.6766374707221985,3,1
model_growth,191,5,4338,0.6766374707221985,3,1
model_growth,191,6,8769,0.6766374707221985,3,1
model_growth,191,7,7957,0.6754044890403748,3,1
model_growth,191,8,5799,0.6747420430183411,3,1
model_growth,191,9,8415,0.6747420430183411,3,1
model_growth,191,10,4508,0.6747420430183411,3,1
model_growth,192,1,8460,0.6547857522964478,1,1
model_growth,192,2,8477,0.5728726387023926,2,1
model_growth,192,3,5361,0.5662655830383301,1,1
model_growth,192,4,5276,0.5662655830383301,1,1
model_growth,192,5,264,0.5662655830383301,1,1
model_growth,192,6,3742,0.5662655830383301,1,1
model_growth,192,7,3280,0.5662655830383301,1,1
model_growth,192,8,3279,0.5662655830383301,1,1
model_growth,192,9,5764,0.5662655830383301,1,1
model_growth,192,10,9389,0.5662655830383301,1,1
model_growth,193,1,7962,0.5421923398971558,3,1
model_growth,193,2,5118,0.5238633155822754,2,1
model_growth,193,3,1786,0.5223678350448608,3,1
model_growth,193,4,5816,0.5186024904251099,1,1
model_growth,193,5,5208,0.5186024904251099,1,1
model_growth,193,6,3742,0.5186024904251099,1,1
model_growth,193,7,3280,0.5186024904251099,1,1
model_growth,193,8,3279,0.5186024904251099,1,1
model_growth,193,9,5764,0.5186024904251099,1,1
model_growth,193,10,9389,0.5186024904251099,1,1
model_growth,194,1,7911,0.6774200201034546,4,1
model_growth,194,2,8651,0.6693213582038879,1,1
model_growth,194,3,7784,0.6693213582038879,1,1
model_growth,194,4,8451,0.669005811214447,1,1
model_growth,194,5,6772,0.669005811214447,1,1
model_growth,194,6,3768,0.6666903495788574,2,1
model_growth,194,7,7378,0.6663734912872314,2,1
model_growth,194,8,8678,0.6070095896720886,2,1
model_growth,194,9,6521,0.5879983901977539,1,1
model_growth,194,10,4289,0.5879983901977539,1,1
model_growth,195,1,9749,0.6943829655647278,1,1
model_growth,195,2,2797,0.6943829655647278,1,1
model_growth,195,3,2656,0.6898544430732727,2,1
model_growth,195,4,8482,0.6285103559494019,2,1
model_growth,195,5,6374,0.6268303394317627,4,1
model_growth,195,6,5118,0.6206603050231934,2,1
model_growth,195,7,2933,0.6182700991630554,2,1
model_growth,195,8,9443,0.6156843900680542,1,1
model_growth,195,9,4289,0.6156843900680542,1,1
model_growth,195,10,207,0.6156843900680542,1,1
model_growth,196,1,9055,0.6505334377288818,1,1
model_growth,196,2,3325,0.6422417163848877,5,1
model_growth,196,3,618,0.5872121453285217,2,1
model_growth,196,4,5649,0.5872121453285217,2,1
model_growth,196,5,8460,0.5679249167442322,1,1
model_growth,196,6,264,0.5679249167442322,1,1
model_growth,196,7,8852,0.5679249167442322,1,1
model_growth,196,8,3008,0.5679249167442322,1,1
model_growth,196,9,9389,0.5679249167442322,1,1
model_growth,196,10,7330,0.5679249167442322,1,1
model_growth,197,1,5849,0.5885511040687561,2,1
model_growth,197,2,8676,0.5885511040687561,2,1
model_growth,197,3,7801,0.5581292510032654,2,1
model_growth,197,4,3817,0.4819856882095337,2,1
model_growth,197,5,3280,0.4763687551021576,1,1
model_growth,197,6,4253,0.4763687551021576,1,1
model_growth,197,7,5208,0.4763687551021576,1,1
model_growth,197,8,6538,0.4763687551021576,1,1
model_growth,197,9,6365,0.4763687551021576,1,1
model_growth,197,10,4956,0.4763687551021576,1,1
model_growth,198,1,1142,0.6973000168800354,2,1
model_growth,198,2,1414,0.6973000168800354,2,1
model_growth,198,3,3557,0.6943961977958679,2,1
model_growth,198,4,383,0.6943961977958679,2,1
model_growth,198,5,475,0.6943961977958679,2,1
model_growth,198,6,8477,0.6943961977958679,2,1
model_growth,198,7,7588,0.6943961977958679,2,1
model_growth,198,8,7317,0.6943961977958679,2,1
model_growth,198,9,5223,0.6943961977958679,2,1
model_growth,198,10,4457,0.6943961977958679,2,1
model_growth,199,1,7528,0.6548806428909302,1,1
model_growth,199,2,7363,0.6545584201812744,1,1
model_growth,199,3,6779,0.6545584201812744,1,1
model_growth,199,4,6853,0.6545584201812744,1,1
model_growth,199,5,7937,0.5855752825737,2,1
model_growth,199,6,9389,0.5722757577896118,1,1
model_growth,199,7,4253,0.5722757577896118,1,1
model_growth,199,8,207,0.5722757577896118,1,1
model_growth,199,9,730,0.5722757577896118,1,1
model_growth,199,10,5276,0.5722757577896118,1,1
model_growth,200,1,4289,0.6925985813140869,1,1
model_growth,200,2,8852,0.6925985813140869,1,1
model_growth,200,3,207,0.6925985813140869,1,1
model_growth,200,4,9389,0.6925985813140869,1,1
model_growth,200,5,3433,0.6925985813140869,1,1
model_growth,200,6,5361,0.6925985813140869,1,1
model_growth,200,7,3280,0.6925985813140869,1,1
model_growth,200,8,3279,0.6925985813140869,1,1
model_growth,200,9,5816,0.6925985813140869,1,1
model_growth,200,10,3008,0.6925985813140869,1,1
model_growth,201,1,7984,0.6817654967308044,2,1
model_growth,201,2,2284,0.6817654967308044,2,1
model_growth,201,3,7613,0.6817654967308044,2,1
model_growth,201,4,4511,0.6817654967308044,2,1
model_growth,201,5,8677,0.6776555776596069,2,1
model_growth,201,6,5649,0.6776555776596069,2,1
model_growth,201,7,5048,0.6776555776596069,2,1
model_growth,201,8,617,0.6776555776596069,2,1
model_growth,201,9,5047,0.6776555776596069,2,1
model_growth,201,10,618,0.6776555776596069,2,1
model_growth,202,1,3337,0.6914020776748657,3,1
model_growth,202,2,5050,0.6887070536613464,3,1
model_growth,202,3,7446,0.6847773194313049,3,1
model_growth,202,4,4056,0.6842315793037415,3,1
model_growth,202,5,4338,0.6842315793037415,3,1
model_growth,202,6,7962,0.6842315793037415,3,1
model_growth,202,7,3381,0.6842315793037415,3,1
model_growth,202,8,8769,0.6842315793037415,3,1
model_growth,202,9,7957,0.6830140352249146,3,1
model_growth,202,10,8415,0.6823597550392151,3,1
model_growth,203,1,8715,0.6628909111022949,4,1
model_growth,203,2,8875,0.6553881764411926,4,1
model_growth,203,3,826,0.6553881764411926,4,1
model_growth,203,4,9798,0.6553881764411926,4,1
model_growth,203,5,5541,0.6553881764411926,4,1
model_growth,203,6,8714,0.6553881764411926,4,1
model_growth,203,7,2764,0.6553881764411926,4,1
model_growth,203,8,9799,0.6553881764411926,4,1
model_growth,203,9,621,0.6553881764411926,4,1
model_growth,203,10,4934,0.6553881764411926,4,1
model_growth,204,1,2284,0.6783441305160522,2,1
model_growth,204,2,7613,0.6783441305160522,2,1
model_growth,204,3,5849,0.6742111444473267,2,1
model_growth,204,4,5047,0.6742111444473267,2,1
model_growth,204,5,5048,0.6742111444473267,2,1
model_growth,204,6,8677,0.6742111444473267,2,1
model_growth,204,7,5649,0.6742111444473267,2,1
model_growth,204,8,6187,0.6709958910942078,2,1
model_growth,204,9,2990,0.6709958910942078,2,1
model_growth,204,10,2581,0.6709958910942078,2,1
model_growth,205,1,5797,0.6601084470748901,1,1
model_growth,205,2,5077,0.6601084470748901,1,1
model_growth,205,3,6854,0.6597884893417358,1,1
model_growth,205,4,6643,0.6597884893417358,1,1
model_growth,205,5,4572,0.6574416160583496,2,1
model_growth,205,6,5216,0.6571204662322998,2,1
model_growth,205,7,9794,0.5814514756202698,5,1
model_growth,205,8,4253,0.5779483914375305,1,1
model_growth,205,9,3742,0.5779483914375305,1,1
model_growth,205,10,730,0.5779483914375305,1,1
model_growth,206,1,3337,0.6746764779090881,3,1
model_growth,206,2,5050,0.6719047427177429,3,1
model_growth,206,3,7446,0.6678651571273804,3,1
model_growth,206,4,3381,0.6673043966293335,3,1
model_growth,206,5,4338,0.6673043966293335,3,1
model_growth,206,6,8769,0.6673043966293335,3,1
model_growth,206,7,7962,0.6673043966293335,3,1
model_growth,206,8,7957,0.6660534143447876,3,1
model_growth,206,9,542,0.6653813123703003,3,1
model_growth,206,10,8415,0.6653813123703003,3,1
model_growth,207,1,5117,0.6606762409210205,2,1
model_growth,207,2,8482,0.6606762409210205,2,1
model_growth,207,3,264,0.6483394503593445,1,1
model_growth,207,4,5276,0.6483394503593445,1,1
model_growth,207,5,708,0.6483394503593445,1,1
model_growth,207,6,4253,0.6483394503593445,1,1
model_growth,207,7,6519,0.6483394503593445,1,1
model_growth,207,8,6521,0.6483394503593445,1,1
model_growth,207,9,9266,0.6483394503593445,1,1
model_growth,207,10,3008,0.6483394503593445,1,1
model_growth,208,1,3337,0.6907661557197571,3,1
model_growth,208,2,5050,0.6880680322647095,3,1
model_growth,208,3,7446,0.6841339468955994,3,1
model_growth,208,4,8769,0.6835876107215881,3,1
model_growth,208,5,7962,0.6835876107215881,3,1
model_growth,208,6,4056,0.6835876107215881,3,1
model_growth,208,7,3381,0.6835876107215881,3,1
model_growth,208,8,4338,0.6835876107215881,3,1
model_growth,208,9,7957,0.6823687553405762,3,1
model_growth,208,10,5799,0.6817137598991394,3,1
model_growth,209,1,8243,0.6999826431274414,2,1
model_growth,209,2,344,0.6999826431274414,2,1
model_growth,209,3,3249,0.6999826431274414,2,1
model_growth,209,4,2790,0.6999826431274414,2,1
model_growth,209,5,4450,0.6999826431274414,2,1
model_growth,209,6,8402,0.6999826431274414,2,1
model_growth,209,7,6044,0.6999826431274414,2,1
model_growth,209,8,8097,0.6999826431274414,2,1
model_growth,209,9,7754,0.6999826431274414,2,1
model_growth,209,10,7742,0.6999826431274414,2,1
model_growth,210,1,9831,0.6769263744354248,2,1
model_growth,210,2,389,0.6769263744354248,2,1
model_growth,210,3,9555,0.669561505317688,2,1
model_growth,210,4,7330,0.5991981625556946,1,1
model_growth,210,5,3261,0.5991981625556946,1,1
model_growth,210,6,1166,0.5991981625556946,1,1
model_growth,210,7,4253,0.5991981625556946,1,1
model_growth,210,8,6519,0.5991981625556946,1,1
model_growth,210,9,5276,0.5991981625556946,1,1
model_growth,210,10,6521,0.5991981625556946,1,1
model_growth,211,1,3337,0.6734159588813782,3,1
model_growth,211,2,7446,0.666591227054596,3,1
model_growth,211,3,4338,0.6660293936729431,3,1
model_growth,211,4,3381,0.6660293936729431,3,1
model_growth,211,5,4056,0.6660293936729431,3,1
model_growth,211,6,8769,0.6660293936729431,3,1
